village,room,size,direction,price,age,area,position,id
中门寺南坡小区,3室1厅,9,西南,1290,2015年建塔楼,门头沟,大峪,BJ0004314872
中门寺南坡小区,3室1厅,7,南,1290,2015年建板楼,门头沟,大峪,BJ0002916486
含晖苑,3室1厅,9,北,1290,2005年建板楼,门头沟,滨河西区,BJ0003708889
含晖苑,3室1厅,9,北,1290,2005年建板楼,门头沟,滨河西区,BJ0003708889
门头沟京汉铂寓,3室1厅,7,西,1290,2015年建板楼,门头沟,大峪,BJ0004019878
中门寺南坡小区,3室1厅,7,北,1290,2015年建板楼,门头沟,大峪,BJ0004316462
门头沟京汉铂寓,3室1厅,6,东,1330,2015年建板楼,门头沟,大峪,BJ0004362926
门头沟京汉铂寓,3室1厅,6,东,1330,2015年建板楼,门头沟,大峪,BJ0004362926
石门营新区五区,3室1厅,8,北,1360,距离S1线石厂站401米,门头沟,石门营,BJ0003905752
黑山A4区,3室1厅,9,北,1390,2015年建板楼,门头沟,大峪,BJ0004396879
黑山A4区,3室1厅,8,南,1390,2015年建板楼,门头沟,大峪,BJ0004126141
石门营新区五区,3室1厅,10,南,1390,随时看房,门头沟,石门营,BJ0004390205
石门营新区四区,3室1厅,9,南,1390,随时看房,门头沟,石门营,BJ0004124985
石门营新区四区,3室1厅,9,南,1390,随时看房,门头沟,石门营,BJ0003951867
石门营新区六区,3室1厅,9,南,1390,随时看房,门头沟,石门营,BJ0004221364
德露苑,4室1厅,12,南,1390,1998年建板楼,门头沟,滨河西区,BJ0003730106
德露苑,4室1厅,10,南,1390,1998年建板楼,门头沟,滨河西区,BJ0003730108
泷悦长安牛津园,4室1厅,12,南,1390,随时看房,门头沟,门头沟其它,BJ0003718326
泷悦长安牛津园,4室1厅,7,南,1390,随时看房,门头沟,门头沟其它,BJ0003423829
泷悦长安牛津园,4室1厅,7,南,1390,随时看房,门头沟,门头沟其它,BJ0003424240
石门营新区七区南苑,3室1厅,10,南,1390,距离S1线石厂站991米,门头沟,石门营,BJ0003713168
惠民家园,3室1厅,7,南,1390,2010年建板楼,门头沟,大峪,BJ0003119559
中门寺南坡小区,3室1厅,9,南,1460,2015年建板楼,门头沟,大峪,BJ0004006240
德露苑,4室1厅,10,南,1490,1998年建板楼,门头沟,滨河西区,BJ0003730107
金泰丽湾悦栖山,4室1厅,5,北,1490,2016年建板楼,门头沟,大峪,BJ0004354042
绿岛家园,3室1厅,13,南,1490,2003年建板楼,门头沟,城子,BJ0004246390
绿岛家园,3室1厅,13,南,1490,2003年建板楼,门头沟,城子,BJ0004246390
绿岛家园,5室1厅,13,南,1490,2006年建板楼,门头沟,城子,BJ0004028899
倚山嘉园,3室1厅,13,南,1490,2008年建板楼,门头沟,滨河西区,BJ0004328184
中门寺南坡小区,3室1厅,8,西南,1560,2015年建塔楼,门头沟,大峪,BJ0004403715
金泰丽湾悦栖山,4室1厅,11,北,1560,2016年建板楼,门头沟,大峪,BJ0004179214
黑山A1区,3室1厅,10,南,1590,2015年建板楼,门头沟,大峪,BJ0003731335
绿岛家园,2室1厅,11,南,1590,2003年建板楼,门头沟,城子,BJ0003959588
中门寺南坡小区,3室1厅,10,西,1630,2015年建塔楼,门头沟,大峪,BJ0004403714
华远西山雅园,3室1厅,15,南,1660,随时看房,门头沟,大峪,BJ0004132671
中门寺南坡小区,3室1厅,14,北,1690,2015年建塔楼,门头沟,大峪,BJ0004314873
中门寺南坡小区,3室1厅,8,南,1730,2015年建板楼,门头沟,大峪,BJ0004332072
黑山A1区,3室1厅,9,南,1760,2015年建板楼,门头沟,大峪,BJ0004371113
永兴嘉园,3室1厅,15,北,1790,2006年建塔楼,门头沟,滨河西区,BJ0003710967
绿岛家园,3室1厅,11,南,1790,2006年建板楼,门头沟,城子,BJ0004004429
金泰丽湾悦栖山,3室1厅,18,南,1860,2016年建板塔结合,门头沟,大峪,BJ0004390204
含晖苑,3室1厅,13,南,2060,2005年建板楼,门头沟,滨河西区,BJ0004319013
梧桐苑清露园,3室1厅,13,南,2090,2013年建板楼,门头沟,门头沟其它,BJ0004356297
泷悦长安牛津园,4室1厅,19,南,2190,随时看房,门头沟,门头沟其它,BJ0004288265
石门营新区七区东苑,1室1厅,46,南,2500,距离S1线小园站948米,门头沟,石门营,101103000000
高家园东街1号院,1室1厅,39,南,2730,随时看房,门头沟,大峪,BJ0004389413
高家园东街1号院,1室1厅,39,南,2760,随时看房,门头沟,大峪,BJ0004371119
高家园东街1号院,1室1厅,40,南,2760,随时看房,门头沟,大峪,BJ0004371273
高家园东街1号院,1室1厅,39,南,2790,随时看房,门头沟,大峪,BJ0003728069
京西紫金新园,1室1厅,38,南,2890,2012年建板楼,门头沟,石门营,BJ0004309032
石门营新区七区东苑,2室1厅,65,西南,2900,距离S1线小园站908米,门头沟,石门营,101103000000
大峪南路,3室1厅,56,南 北,2900,1970年建板楼,门头沟,大峪,101103000000
石门营新区五区,2室1厅,65,南 北,3000,距离S1线石厂站581米,门头沟,石门营,101103000000
惠民家园,1室1厅,47,南,3090,2009年建板楼,门头沟,大峪,BJ0003425611
惠民家园,1室1厅,54,南,3190,2010年建板楼,门头沟,大峪,BJ0004314882
西长安壹号,3房间1卫,42,西,3200,2017年建塔楼,门头沟,滨河西区,101102000000
大峪小白楼,1室1厅,41,南,3260,2016年建板楼,门头沟,大峪,BJ0004277683
中门寺南坡小区,1室1厅,46,南,3290,2015年建塔楼,门头沟,大峪,BJ0004175132
石门营新区四区,2室1厅,65,东南,3300,距离S1线石厂站513米,门头沟,石门营,101103000000
向阳楼,2室1厅,52,南,3490,1982年建板楼,门头沟,城子,BJ0004299805
门头沟月季园,2室1厅,66,南,3490,1992年建板楼,门头沟,滨河西区,BJ0003707958
桃园小区,2室1厅,87,南 北,3500,2000年建板楼,门头沟,大峪,101103000000
华润悦景湾,4房间2卫,53,西,3500,2017年建板塔结合,门头沟,滨河西区,101103000000
新桥家园,1室1厅,82,北,3500,2003年建塔楼,门头沟,大峪,101103000000
皓月园,1室1厅,45,南,3500,2006年建板塔结合,门头沟,滨河西区,101103000000
峪园小区,2室1厅,68,南 北,3500,1993年建板楼,门头沟,大峪,101103000000
高家园东街1号院,2室1厅,58,南,3530,随时看房,门头沟,大峪,BJ0004389654
大峪南路,2室1厅,48,南,3690,1980年建板楼,门头沟,大峪,BJ0004388772
惠民家园,2室1厅,61,南,3700,2012年建板楼,门头沟,大峪,101103000000
中门寺南坡小区,2室1厅,67,东,3790,2015年建塔楼,门头沟,大峪,BJ0004281216
华润悦景湾,2房间1卫,54,西,3800,2017年建板塔结合,门头沟,滨河西区,101103000000
惠润家园小区十地块,2室1厅,58,南,3830,2012年建板楼,门头沟,石门营,BJ0003948543
惠民家园,2室1厅,66,南,3890,2009年建板楼,门头沟,大峪,BJ0004277446
门头沟京汉铂寓,2室1厅,62,东,3930,2015年建板楼,门头沟,大峪,BJ0004363065
熙旺中心,2房间1卫,65,东南,4000,2010年建塔楼,门头沟,滨河西区,101103000000
华润悦景湾,3房间2卫,54,南 西,4500,2016年建塔楼,门头沟,滨河西区,101103000000
永兴小区,3室1厅,98,南 北,4500,1996年建板楼,门头沟,滨河西区,101103000000
金泰丽湾悦栖山,2室1厅,93,南,4800,2015年建板楼,门头沟,大峪,101103000000
梧桐苑知秋园,3室1厅,89,南 北,5000,2013年建板楼,门头沟,门头沟其它,101103000000
华润悦景湾,5房间2卫,76,东,6000,2016年建板塔结合,门头沟,滨河西区,101103000000
丽景长安二期,3室2厅,137,南 北,6500,2015年建板楼,门头沟,冯村,101103000000
西黄新村北里,3室1厅,10,北,1730,1998年建板楼,石景山,苹果园,BJ0004402621
古城路小区,3室1厅,7,北,1890,1979年建板楼,石景山,古城,BJ0004402785
六合园,3室1厅,9,南,1930,1995年建板楼,石景山,鲁谷,BJ0004403707
聚兴园,3室1厅,8,北,1930,2005年建板塔结合,石景山,鲁谷,BJ0004402502
五芳园,2室1厅,9,北,1930,1993年建板楼,石景山,鲁谷,BJ0004383920
海特花园小区,3室1厅,9,南,1990,1999年建板塔结合,石景山,苹果园,BJ0004403106
古城北路,2室1厅,8,西,1990,1993年建板楼,石景山,古城,BJ0004388439
融景城,3室1厅,12,北,2060,2010年建板塔结合,石景山,八角,BJ0004268819
古城现代嘉园,4室1厅,10,南,2060,2011年建板楼,石景山,古城,BJ0004384302
八角北路,2室1厅,9,北,2090,1985年建板楼,石景山,八角,BJ0004403019
古城西路,2室1厅,7,南,2090,1973年建板楼,石景山,古城,BJ0004145564
海特花园小区,3室1厅,8,北,2090,1998年建板楼,石景山,苹果园,BJ0004389463
海特花园小区,3室1厅,9,西,2090,1999年建板塔结合,石景山,苹果园,BJ0004389478
海特花园小区,4室1厅,11,南,2130,1995年建塔楼,石景山,苹果园,BJ0004400941
海特花园小区,3室1厅,9,南,2190,1994年建板楼,石景山,苹果园,BJ0004304010
海特花园小区,3室1厅,8,南,2190,1998年建板楼,石景山,苹果园,BJ0004389464
八角北里,3室1厅,10,东,2190,1986年建塔楼,石景山,八角,BJ0003751745
融景城,4室1厅,15,东,2230,2011年建板塔结合,石景山,八角,BJ0004270261
八角北路,3室1厅,8,西,2290,1983年建板楼,石景山,八角,BJ0004321576
八角中里,3室1厅,8,南,2290,1985年建板楼,石景山,八角,BJ0004399240
古城路小区,3室1厅,8,南,2290,1984年建板楼,石景山,古城,BJ0004355548
京汉旭城,4室1厅,8,北,2290,2004年建板楼,石景山,鲁谷,BJ0004388663
六合园,2室1厅,9,南,2330,1994年建板楼,石景山,鲁谷,BJ0004398171
海特花园小区,4室1厅,11,西,2390,1995年建塔楼,石景山,苹果园,BJ0004295348
海特花园小区,4室1厅,11,西,2390,1995年建塔楼,石景山,苹果园,BJ0004295348
金顶街二区,3室1厅,12,东南,2390,2006年建塔楼,石景山,苹果园,BJ0004383791
永乐东区,2室1厅,8,北,2430,1958年建板楼,石景山,鲁谷,BJ0004395123
融景城,3室1厅,10,南,2430,2012年建板塔结合,石景山,八角,BJ0004349935
融景城,3室1厅,11,东,2460,2012年建板塔结合,石景山,八角,BJ0004356910
八角北路,2室1厅,11,南,2490,1986年建板楼,石景山,八角,BJ0004324812
古城西路,3室1厅,11,北,2490,1986年建塔楼,石景山,古城,BJ0004402761
鲁谷村,3室1厅,12,北,2490,1997年建板楼,石景山,鲁谷,BJ0004399108
中海金玺公馆,3室1厅,10,南,2490,随时看房,石景山,古城,BJ0004359642
融景城,4室1厅,12,南,2490,2012年建板塔结合,石景山,八角,BJ0004393180
古城南路,2室1厅,9,北,2490,1977年建板楼,石景山,古城,BJ0004389055
八角南路,2室1厅,11,北,2490,1983年建板楼,石景山,八角,BJ0004388516
十万坪,2室1厅,15,东,2530,1979年建板楼,石景山,古城,BJ0004402766
古城路小区,3室1厅,11,东南,2590,2006年建板楼,石景山,古城,BJ0004402628
鲁谷村,3室1厅,13,南,2660,1997年建板楼,石景山,鲁谷,BJ0004399107
老山东里,3室1厅,14,南,2690,1983年建板楼,石景山,老山,BJ0004354987
远洋山水,3室1厅,12,北,2790,2006年建板塔结合,石景山,鲁谷,BJ0004384459
八角南路,2室1厅,9,南,2960,1989年建塔楼,石景山,八角,BJ0004403017
永乐西区,3室1厅,15,南,2960,1991年建板楼,石景山,鲁谷,BJ0004291064
六合园,2室1厅,11,南,2960,1994年建板楼,石景山,鲁谷,BJ0004398170
广宁村,2室1厅,59,南 北,3200,1991年建板楼,石景山,苹果园,101103000000
燕山水泥厂,1室1厅,50,南,3200,1982年建板楼,石景山,石景山其它,101103000000
远洋山水,4室1厅,11,南,3290,2007年建塔楼,石景山,鲁谷,BJ0004344553
鲁谷村,3室1厅,19,南,3390,1997年建板楼,石景山,鲁谷,BJ0004399109
鲁谷村,2室1厅,14,南,3490,1997年建板楼,石景山,鲁谷,BJ0004277330
高井,2室1厅,58,南 北,3500,1992年建板楼,石景山,石景山其它,101103000000
远洋山水,3室1厅,15,东,3790,2007年建板塔结合,石景山,鲁谷,BJ0004321568
铸造村,2室1厅,58,东南,3800,1997年建塔楼,石景山,苹果园,101103000000
模式口西里,2室1厅,61,东 西,3800,1991年建板楼,石景山,苹果园,101103000000
模式口东里,2室1厅,62,南 北,3900,1991年建板楼,石景山,苹果园,101103000000
远洋沁山水,2室1厅,11,南,4060,2011年建板楼,石景山,鲁谷,BJ0004405768
七星园,1室1厅,28,东,4090,1994年建板楼,石景山,鲁谷,BJ0004383782
八角北里,1室1厅,44,南,4190,1988年建板楼,石景山,八角,BJ0004383919
永乐西区,1室1厅,40,南,4200,1989年建板楼,石景山,鲁谷,101103000000
林业楼,2室1厅,56,南 北,4300,1996年建板楼,石景山,苹果园,101103000000
苹果园小区二区,2室1厅,58,东南,4300,1997年建塔楼,石景山,苹果园,101103000000
林业楼,2室1厅,57,南 北,4400,1994年建板楼,石景山,苹果园,101103000000
海特花园小区,3室0厅,76,南 北,4500,1994年建板楼,石景山,苹果园,101103000000
西黄新村北里,1室1厅,49,南,4500,1998年建板楼,石景山,苹果园,101103000000
苹果园小区三区,2室1厅,74,东南,4500,1994年建塔楼,石景山,苹果园,101103000000
古城地铁车辆段,1室1厅,35,南 北,4500,1994年建板塔结合,石景山,杨庄,101103000000
海特花园小区,2室1厅,57,南 北,4500,1993年建板楼,石景山,苹果园,101103000000
海特花园小区,1室1厅,56,西,4500,1999年建塔楼,石景山,苹果园,101103000000
八角南路,2室1厅,57,南,4700,1989年建塔楼,石景山,八角,101103000000
古城路小区,2室1厅,42,东南,4790,1958年建板楼,石景山,古城,BJ0004402105
八角北路,2室1厅,50,南 北,4800,1982年建板楼,石景山,八角,101103000000
八角北路11号院,2室1厅,54,东北,5000,2000年建板楼,石景山,杨庄,101103000000
玉泉路65号院,1室1厅,45,南,5200,1996年建板楼,石景山,鲁谷,101103000000
六合园,2室1厅,69,南,5290,1995年建板楼,石景山,鲁谷,BJ0004354178
远洋山水,1室1厅,63,西,5300,2007年建板塔结合,石景山,鲁谷,101103000000
八角中里,2室1厅,45,南,5360,1987年建板楼,石景山,八角,BJ0004392270
永乐东区,2室1厅,50,西,5390,1975年建板楼,石景山,鲁谷,BJ0004391868
金顶阳光,2室1厅,90,东 西,5400,2009年建板楼,石景山,苹果园,101103000000
永乐西区,2室1厅,54,东,5430,1992年建板楼,石景山,鲁谷,BJ0004276501
北重西厂,2室1厅,63,南 北,5500,1990年建板楼,石景山,鲁谷,101103000000
远洋山水,1室1厅,60,南,5600,2007年建板塔结合,石景山,鲁谷,101103000000
杨庄北区,2室1厅,65,南,5690,1997年建板楼,石景山,杨庄,BJ0004403438
杨庄小区,2室1厅,58,南,5860,1989年建板楼,石景山,杨庄,BJ0004384839
远洋山水,1室1厅,56,西,5890,2005年建塔楼,石景山,鲁谷,BJ0004354639
杨庄北区,2室1厅,93,东,5990,2000年建板楼,石景山,杨庄,BJ0004385425
京汉旭城,2室1厅,88,东南,6000,2004年建塔楼,石景山,鲁谷,101103000000
远洋山水,1室1厅,47,北,6060,2005年建板塔结合,石景山,鲁谷,BJ0004400140
远洋山水,1室1厅,57,东北,6100,2007年建塔楼,石景山,鲁谷,101103000000
远洋山水,1室1厅,57,东 北,6200,2007年建塔楼,石景山,鲁谷,101103000000
远洋山水,1室1厅,57,东,6230,2007年建板塔结合,石景山,鲁谷,BJ0004399756
新都丽苑,2室1厅,88,东,6390,2002年建板塔结合,石景山,杨庄,BJ0004393647
远洋山水,2室1厅,67,西,6500,2007年建板塔结合,石景山,鲁谷,101103000000
远洋山水,2室1厅,71,西,6750,2006年建板塔结合,石景山,鲁谷,BJ0004381789
苹果园小区一区,3室1厅,86,东北,6800,2000年建塔楼,石景山,苹果园,101103000000
雍景山岚,2室1厅,85,南,7000,2011年建板塔结合,石景山,苹果园,101103000000
远洋沁山水,1室1厅,64,南,7000,2011年建板楼,石景山,鲁谷,101103000000
远洋山水,2室1厅,114,南 北,8000,2007年建板楼,石景山,鲁谷,101103000000
远洋山水,2室1厅,105,南,8100,2007年建板塔结合,石景山,鲁谷,101103000000
远洋山水,2室1厅,100,南,8200,2007年建板塔结合,石景山,鲁谷,101103000000
雍景天成,2室2厅,132,南 北,9500,2004年建板塔结合,石景山,苹果园,101103000000
远洋山水,2室2厅,122,南,10990,2006年建板塔结合,石景山,鲁谷,BJ0004399101
远洋山水,3室1厅,144,南 北,13000,2006年建板塔结合,石景山,鲁谷,101103000000
玉泉新城,3室1厅,179,南 北,15600,2006年建板塔结合,石景山,玉泉路,101103000000
鲁能7号院颐景溪园,4室1厅,9,北,1130,2012年建板楼,顺义,马坡,BJ0004273870
马坡花园二区,4室1厅,8,北,1130,2002年建板楼,顺义,马坡,BJ0004271345
北辰墅院1900,4室1厅,8,南,1190,板楼,顺义,马坡,BJ0004390772
马坡花园二区,3室1厅,10,北,1290,2002年建板楼,顺义,马坡,BJ0004372996
石园南区,3室1厅,8,东,1330,1993年建板楼,顺义,顺义城,BJ0004367106
鲁能7号院颐景溪园,4室1厅,11,南,1330,2014年建板楼,顺义,马坡,BJ0004216788
鲁能7号院颐景溪园,4室1厅,11,南,1360,2012年建板楼,顺义,马坡,BJ0004273869
石园西区,3室1厅,8,北,1360,1991年建板楼,顺义,顺义城,BJ0004315831
港馨家园西区,4室1厅,9,北,1390,2007年建板楼,顺义,顺义城,BJ0004400838
滨河小区,3室1厅,7,北,1390,1994年建板楼,顺义,顺义城,BJ0004397732
港馨家园西区,4室1厅,11,北,1430,2007年建板楼,顺义,顺义城,BJ0004400837
石园东区,2室1厅,8,北,1430,1994年建板楼,顺义,顺义城,BJ0004384689
北辰墅院1900,4室1厅,10,北,1460,板楼,顺义,马坡,BJ0004332746
裕龙六区,4室1厅,10,南,1460,2000年建板楼,顺义,顺义城,BJ0004384489
鲁能7号院颐景溪园,4室1厅,26,南,1490,2012年建板楼,顺义,马坡,BJ0004403328
港馨家园西区,3室1厅,12,南,1490,2006年建板楼,顺义,顺义城,BJ0004271131
裕龙五区,4室1厅,9,北,1490,2004年建板楼,顺义,顺义城,BJ0003906332
香悦四季,4室1厅,11,南,1490,2012年建板楼,顺义,马坡,BJ0004390774
石园北区,3室1厅,11,北,1530,2005年建板楼,顺义,顺义城,BJ0004404179
大东路住宅楼,3室1厅,7,北,1530,1995年建板楼,顺义,顺义城,BJ0004276271
建新南区,3室1厅,8,北,1530,1987年建板楼,顺义,顺义城,BJ0004401169
裕龙三区,3室1厅,7,北,1530,2000年建板楼,顺义,顺义城,BJ0004272102
石园南区,3室1厅,14,南,1530,1994年建板楼,顺义,顺义城,BJ0004229567
建新北区,3室1厅,10,东,1560,1984年建板楼,顺义,顺义城,BJ0003691417
裕龙一区,3室1厅,12,南,1560,1998年建板楼,顺义,顺义城,BJ0004125274
滨河小区,3室1厅,11,南,1560,1994年建板楼,顺义,顺义城,BJ0004392338
裕龙一区,3室1厅,12,南,1560,1998年建板楼,顺义,顺义城,BJ0004125274
